PWSID,System Name,County,Regulating Agency,Water Quality Risk Level_Display,Accessability Risk Level_Display,Affordability Risk Level_Display,TMF Capacity Risk Level_Display,POPULATION ,SAFER STATUS,Distinct count of PWSID,Funding Since 2017
CA1510056,CWS - LOWER BODFISH WATER SYSTEM,KERN,DISTRICT 19 - TEHACHAPI,Medium Risk,Low Risk,High Risk,Low Risk,732,At-Risk,1,$0 
CA1510701,EDWARDS AFB - MAIN BASE,KERN,DISTRICT 19 - TEHACHAPI,No Risk,No Risk,No Risk,No Risk,"12,403",Not At-Risk,1,$0 
CA1510703,CHINA LAKE NAVAL AIR WEAPONS STATION,KERN,DISTRICT 19 - TEHACHAPI,No Risk,Low Risk,No Risk,No Risk,"5,000",Not At-Risk,1,$0 
CA1510800,CCI - TEHACHAPI,KERN,DISTRICT 19 - TEHACHAPI,Low Risk,Low Risk,No Risk,Medium Risk,"4,482",Not At-Risk,1,$0 
CA1510801,WASCO ST. PRISON RECEPTION CTR,KERN,DISTRICT 12 - VISALIA,High Risk,Medium Risk,No Risk,Low Risk,"6,068",Failing,1,$0 
CA1510802,KERN VALLEY STATE PRISON,KERN,DISTRICT 12 - VISALIA,High Risk,Medium Risk,No Risk,Medium Risk,"5,000",At-Risk,1,$0 
CA1600002,SUNSET VISTA ESTATES MHP,KINGS,LPA46 - KINGS COUNTY,Low Risk,High Risk,No Risk,Low Risk,400,Potentially At-Risk,1,$0 
CA1600009,HANFORD CHRISTIAN SCHOOL,KINGS,LPA46 - KINGS COUNTY,No Risk,High Risk,No Risk,No Risk,175,Not At-Risk,1,$0 
CA1600011,PIONEER ELEMENTARY SCHOOL,KINGS,LPA46 - KINGS COUNTY,High Risk,Medium Risk,No Risk,No Risk,750,At-Risk,1,$0 
CA1600013,LAKESIDE ELEMENTARY SCHOOL,KINGS,LPA46 - KINGS COUNTY,No Risk,High Risk,No Risk,No Risk,388,Not At-Risk,1,$0 
CA1600015,KINGS RIVER HARDWICK SCHOOL,KINGS,LPA46 - KINGS COUNTY,No Risk,High Risk,No Risk,No Risk,908,Not At-Risk,1,$0 
CA1600017,ISLAND UNION SCHOOL,KINGS,LPA46 - KINGS COUNTY,No Risk,High Risk,No Risk,No Risk,416,Not At-Risk,1,$0 
CA1600023,AZCAL MANAGEMENT CO,KINGS,DISTRICT 12 - VISALIA,No Risk,High Risk,No Risk,Low Risk,73,Potentially At-Risk,1,$0 
CA1600293,CHAMPIONS- SAMUEL'S HOUSE,KINGS,LPA46 - KINGS COUNTY,Medium Risk,High Risk,No Risk,Low Risk,50,At-Risk,1,$0 
CA1600507,HARDWICK WATER COMPANY,KINGS,LPA46 - KINGS COUNTY,No Risk,High Risk,Medium Risk,No Risk,69,At-Risk,1,"$1,280,669 "
CA1610001,ARMONA COMMUNITY SERVICES DIST,KINGS,DISTRICT 12 - VISALIA,High Risk,Medium Risk,High Risk,Low Risk,"4,143",At-Risk,1,"$3,624,500 "
CA1610002,"AVENAL, CITY OF",KINGS,DISTRICT 12 - VISALIA,No Risk,High Risk,Medium Risk,No Risk,"13,218",Failing,1,"$5,000,000 "
CA1610003,"HANFORD, CITY OF",KINGS,DISTRICT 12 - VISALIA,Low Risk,Low Risk,Low Risk,No Risk,"17,626",Failing,1,$0 
CA1610004,"CORCORAN, CITY OF",KINGS,DISTRICT 12 - VISALIA,High Risk,Medium Risk,Low Risk,Low Risk,"21,835",At-Risk,1,"$3,460,155 "
CA1610005,"LEMOORE, CITY OF",KINGS,DISTRICT 12 - VISALIA,High Risk,Low Risk,No Risk,Low Risk,"26,093",Failing,1,$0 
CA1610006,STRATFORD PUD,KINGS,DISTRICT 12 - VISALIA,Low Risk,Medium Risk,No Risk,Medium Risk,"1,277",Not At-Risk,1,$0 
CA1610007,HOME GARDEN CSD,KINGS,DISTRICT 12 - VISALIA,High Risk,Medium Risk,Medium Risk,No Risk,"1,750",At-Risk,1,$0 
CA1610009,KETTLEMAN CITY CSD,KINGS,DISTRICT 12 - VISALIA,High Risk,High Risk,Low Risk,Low Risk,"1,450",At-Risk,1,$0 
CA1610700,LEMOORE NAVAL AIR STATION,KINGS,DISTRICT 12 - VISALIA,Low Risk,Medium Risk,No Risk,No Risk,"14,000",Not At-Risk,1,$0 
CA1700502,ANDERSON SPRINGS CSD,LAKE,DISTRICT 03 - MENDOCINO,No Risk,High Risk,High Risk,Low Risk,331,Potentially At-Risk,1,$0 
CA1700508,GLENHAVEN MUTUAL WATER COMPANY,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,Low Risk,No Risk,Low Risk,300,Not At-Risk,1,$0 
CA1700518,LOCH LOMOND MUTUAL WATER CO,LAKE,DISTRICT 03 - MENDOCINO,No Risk,Low Risk,No Risk,Medium Risk,588,Not At-Risk,1,$0 
CA1700519,CRESCENT BAY IMPROVEMENT COMPANY,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,No Risk,No Risk,30,Failing,1,$0 
CA1700527,MOUNTAIN OF ATTENTION WATER,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,No Risk,Medium Risk,40,At-Risk,1,$0 
CA1700536,SUNRISE SHORE MUTUAL WATER COMPANY,LAKE,DISTRICT 03 - MENDOCINO,High Risk,High Risk,Medium Risk,No Risk,83,At-Risk,1,$0 
CA1700546,CLEAR WATER MUTUAL WATER COMPANY,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,High Risk,No Risk,252,At-Risk,1,"$1,364,000 "
CA1700549,CORINTHIAN BAY MUTUAL WATER COMPANY,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,Low Risk,No Risk,Low Risk,150,Not At-Risk,1,$0 
CA1700554,LAKE COUNTY CSA 13 - KONO TAYEE,LAKE,DISTRICT 03 - MENDOCINO,No Risk,Low Risk,Low Risk,Low Risk,395,Not At-Risk,1,$0 
CA1700561,BLUE LAKES IMPROVEMENT CLUB,LAKE,DISTRICT 03 - MENDOCINO,No Risk,High Risk,Medium Risk,No Risk,80,Not At-Risk,1,$0 
CA1700568,HARBOR VIEW MUTUAL WATER COMPANY,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,High Risk,No Risk,550,Potentially At-Risk,1,$0 
CA1700579,VILLA BLUE ESTATES WATER DISTRICT,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,No Risk,Low Risk,60,Potentially At-Risk,1,$0 
CA1700580,TWIN CREEKS MOBILE AND RV VILLAGE,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,No Risk,High Risk,50,At-Risk,1,$0 
CA1700584,WESTWIND MOBILE HOME PARK,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,No Risk,Low Risk,104,Potentially At-Risk,1,$0 
CA1700589,BLUE LAKES MOBILE HOME PARK,LAKE,DISTRICT 03 - MENDOCINO,No Risk,High Risk,No Risk,High Risk,32,At-Risk,1,$0 
CA1700592,KONOCTI SHORES,LAKE,DISTRICT 03 - MENDOCINO,No Risk,Low Risk,No Risk,High Risk,99,Not At-Risk,1,$0 
CA1700595,CAL 20 VILLAGE AND MEADOW POINTE PARK,LAKE,DISTRICT 03 - MENDOCINO,High Risk,Low Risk,No Risk,High Risk,175,Failing,1,$0 
CA1700596,BLUE LAKES VILLAGE,LAKE,DISTRICT 03 - MENDOCINO,No Risk,High Risk,No Risk,High Risk,65,At-Risk,1,$0 
CA1700606,BAYCLIFF WATER,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,No Risk,No Risk,70,Not At-Risk,1,$0 
CA1700609,LAZY S MOBILE RANCH,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,No Risk,High Risk,73,Failing,1,$0 
CA1700610,BELLA LAGO MOBILE HOME PARK,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,No Risk,Low Risk,152,Potentially At-Risk,1,$0 
CA1700630,PIER 1900 HOMEOWNER S ASSOCIATION,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,No Risk,Low Risk,152,Not At-Risk,1,$0 
CA1700657,WINDFLOWER POINT MUTUAL WATER COMPANY,LAKE,DISTRICT 03 - MENDOCINO,No Risk,High Risk,No Risk,Low Risk,25,Not At-Risk,1,$0 
CA1700674,WALNUT COVE MOBILE ESTATES,LAKE,DISTRICT 03 - MENDOCINO,No Risk,High Risk,No Risk,Low Risk,200,Not At-Risk,1,$0 
CA1700702,INNISFREE WATER COMPANY,LAKE,DISTRICT 03 - MENDOCINO,Medium Risk,High Risk,Medium Risk,High Risk,56,At-Risk,1,$0 
CA1710001,CLEARLAKE OAKS COUNTY WATER DISTRICT,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,Low Risk,Low Risk,"2,359",Failing,1,$0 
CA1710002,GOLDEN STATE WATER CO.-CLEARLAKE SYSTEM,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,No Risk,High Risk,No Risk,"4,104",Not At-Risk,1,$0 
CA1710003,HIGHLANDS MUTUAL WATER COMPANY,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,No Risk,High Risk,Low Risk,"9,494",Failing,1,$0 
CA1710004,"LAKEPORT, CITY OF",LAKE,DISTRICT 03 - MENDOCINO,No Risk,Low Risk,Low Risk,Low Risk,"4,762",Not At-Risk,1,$0 
CA1710005,LUCERNE WATER CO. - CAL WATER SERVICE,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,No Risk,Low Risk,"2,397",Not At-Risk,1,$0 
CA1710006,KONOCTI COUNTY WATER DISTRICT,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,No Risk,High Risk,Low Risk,"5,928",Not At-Risk,1,"$10,087,698 "
CA1710007,KELSEYVILLE CO WATERWORKS DISTRICT 3,LAKE,DISTRICT 03 - MENDOCINO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"4,280",Not Assessed,1,$0 
CA1710008,NICE MUTUAL WATER COMPANY,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,High Risk,No Risk,"2,731",Potentially At-Risk,1,"$442,423 "
CA1710009,UPPER LAKE COUNTY WATER DISTRICT,LAKE,DISTRICT 03 - MENDOCINO,No Risk,Low Risk,No Risk,Low Risk,989,Not At-Risk,1,$0 
CA1710010,LOWER LAKE COUNTY WATER DISTRICT,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,Low Risk,High Risk,Low Risk,"1,355",Not At-Risk,1,$0 
CA1710011,BUCKINGHAM PARK WATER DISTRICT,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,Low Risk,Low Risk,"1,501",Not At-Risk,1,$0 
CA1710012,COBB AREA COUNTY WATER DISTRICT,LAKE,DISTRICT 03 - MENDOCINO,No Risk,Low Risk,No Risk,Low Risk,"3,308",Not At-Risk,1,"$4,530,008 "
CA1710013,CALLAYOMI COUNTY WATER DISTRICT,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,Low Risk,No Risk,Low Risk,"1,481",Not At-Risk,1,"$2,530,804 "
CA1710014,MT. KONOCTI MUTUAL WATER COMPANY,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,No Risk,Low Risk,"4,360",Potentially At-Risk,1,$0 
CA1710015,HIDDEN VALLEY LAKE CSD,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,Medium Risk,Low Risk,"8,227",At-Risk,1,$0 
CA1710018,LAKE COUNTY CSA 2 - SPRING VALLEY,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,Low Risk,Low Risk,"1,386",Potentially At-Risk,1,$0 
CA1710021,LAKE COUNTY CSA 21 - NORTH LAKEPORT,LAKE,DISTRICT 03 - MENDOCINO,No Risk,No Risk,Low Risk,No Risk,"3,104",Not At-Risk,1,$0 
CA1710022,LAKE COUNTY CSA 20 - SODA BAY,LAKE,DISTRICT 03 - MENDOCINO,Medium Risk,High Risk,Medium Risk,Low Risk,"2,129",At-Risk,1,$0 
CA1710800,CDF-KONOCTI CONSERVATION CAMP NO. 27,LAKE,DISTRICT 03 - MENDOCINO,Low Risk,High Risk,No Risk,High Risk,100,At-Risk,1,$0 
CA1800202,LASSEN CO. OFF. OF EDUCATION,LASSEN,DISTRICT 02 - LASSEN,Not Assessed,Not Assessed,Not Assessed,Not Assessed,32,Not Assessed,1,$0 
CA1800503,SUSAN RIVER PARK WATER CO.,LASSEN,DISTRICT 02 - LASSEN,Low Risk,Low Risk,Medium Risk,Medium Risk,140,Not At-Risk,1,$0 
CA1800511,LAKE FOREST MUTUAL W.C.,LASSEN,DISTRICT 02 - LASSEN,No Risk,Low Risk,Not Assessed,No Risk,565,Not At-Risk,1,$0 
CA1800512,CLEAR CREEK CSD-WESTWOOD,LASSEN,DISTRICT 02 - LASSEN,No Risk,High Risk,No Risk,Low Risk,400,Potentially At-Risk,1,$0 
CA1800516,LITTLE VALLEY CSD,LASSEN,DISTRICT 02 - LASSEN,No Risk,High Risk,No Risk,No Risk,70,Not At-Risk,1,$0 
CA1800522,HONEY LAKE CAMPGROUND,LASSEN,DISTRICT 02 - LASSEN,No Risk,Low Risk,No Risk,Low Risk,25,Not At-Risk,1,$0 
CA1800523,PINEVIEW MOBILE HOME PARK,LASSEN,DISTRICT 02 - LASSEN,No Risk,High Risk,No Risk,Low Risk,113,Potentially At-Risk,1,$0 
CA1800524,LASSEN MOBILE HOME PARK,LASSEN,DISTRICT 02 - LASSEN,No Risk,High Risk,No Risk,Low Risk,62,Not At-Risk,1,$0 
CA1800529,SUSAN HILLS ESTATES WC,LASSEN,DISTRICT 02 - LASSEN,No Risk,Low Risk,No Risk,Low Risk,316,Not At-Risk,1,$0 
CA1800534,SPAULDING EAGLE LAKE MWC,LASSEN,DISTRICT 02 - LASSEN,No Risk,Low Risk,No Risk,No Risk,300,Not At-Risk,1,$0 
CA1800573,RICHMOND ELEMENTARY SCHOOL,LASSEN,DISTRICT 02 - LASSEN,High Risk,High Risk,No Risk,No Risk,247,At-Risk,1,$0 
CA1800574,JOHNSTONVILLE ELEMENTARY SCHOOL,LASSEN,DISTRICT 02 - LASSEN,No Risk,Low Risk,No Risk,No Risk,223,Not At-Risk,1,$0 
CA1800575,SHAFFER ELEMENTARY SCHOOL,LASSEN,DISTRICT 02 - LASSEN,No Risk,High Risk,No Risk,No Risk,320,Not At-Risk,1,$0 
CA1800576,LONG VALLEY CHARTER SCHOOL,LASSEN,DISTRICT 02 - LASSEN,No Risk,High Risk,No Risk,No Risk,150,Not At-Risk,1,$0 
CA1800577,JANESVILLE ELEMENTARY SCHOOL,LASSEN,DISTRICT 02 - LASSEN,No Risk,High Risk,No Risk,No Risk,425,Not At-Risk,1,$0 
CA1805004,CDCR-HIGH DESERT STATE PRISON,LASSEN,DISTRICT 02 - LASSEN,No Risk,Low Risk,No Risk,Medium Risk,"8,641",Not At-Risk,1,$0 
CA1805007,HERLONG PUBLIC UTILITY DISTRICT,LASSEN,DISTRICT 02 - LASSEN,No Risk,Low Risk,Medium Risk,Low Risk,"2,114",Not At-Risk,1,"$2,398,127 "
CA1810001,CITY OF SUSANVILLE,LASSEN,DISTRICT 02 - LASSEN,No Risk,Low Risk,Low Risk,No Risk,"7,911",Not At-Risk,1,$0 
CA1810002,WESTWOOD C.S.D.,LASSEN,DISTRICT 02 - LASSEN,No Risk,High Risk,Low Risk,Low Risk,"1,662",Potentially At-Risk,1,$0 
CA1810003,LASSEN COUNTY WATER DISTRICT #1,LASSEN,DISTRICT 02 - LASSEN,Low Risk,Low Risk,High Risk,Low Risk,450,Potentially At-Risk,1,$0 
CA1810004,LEAVITT LAKE CSD,LASSEN,DISTRICT 02 - LASSEN,Low Risk,Low Risk,Not Assessed,Low Risk,950,Not At-Risk,1,$0 
CA1900007,CALIFORNIA CONSERVATION CAMP #14,LOS ANGELES,DISTRICT 16 - CENTRAL,No Risk,Low Risk,No Risk,Medium Risk,107,Not At-Risk,1,$0 
CA1900038,LANCASTER PARK MOBILE HOME PARK,LOS ANGELES,LPA49 - LA COUNTY,High Risk,High Risk,No Risk,Low Risk,61,Failing,1,$0 
CA1900046,PETER PITCHESS HONOR RANCHO DETN. CTR,LOS ANGELES,DISTRICT 22 - ANGELES,Low Risk,No Risk,No Risk,Low Risk,"7,000",Not At-Risk,1,$0 
CA1900055,BLUE SKIES TRAILOR PARK,LOS ANGELES,LPA49 - LA COUNTY,No Risk,High Risk,No Risk,Low Risk,40,Potentially At-Risk,1,$0 
CA1900062,LOS ANGELES RESIDENTIAL COMMUNITY FOUNDA,LOS ANGELES,LPA49 - LA COUNTY,No Risk,High Risk,No Risk,Medium Risk,184,At-Risk,1,"$3,931,991 "
CA1900074,THE PAINTED TURTLE CAMP,LOS ANGELES,LPA49 - LA COUNTY,No Risk,High Risk,No Risk,Medium Risk,57,Potentially At-Risk,1,$0 
CA1900075,BLEICH FLATS MUTUAL,LOS ANGELES,LPA49 - LA COUNTY,No Risk,Low Risk,No Risk,Low Risk,93,Not At-Risk,1,$0 
CA1900100,METTLER VALLEY MUTUAL,LOS ANGELES,LPA49 - LA COUNTY,High Risk,High Risk,Low Risk,Low Risk,135,Failing,1,$0 
CA1900102,WESTSIDE PARK MUTUAL WATER,LOS ANGELES,LPA49 - LA COUNTY,No Risk,Low Risk,No Risk,No Risk,485,Not At-Risk,1,$0 
CA1900130,DEL RIO MUTUAL,LOS ANGELES,LPA49 - LA COUNTY,Medium Risk,High Risk,No Risk,Low Risk,700,Potentially At-Risk,1,$0 
CA1900145,REESEDALE MUTUAL,LOS ANGELES,LPA49 - LA COUNTY,No Risk,Low Risk,High Risk,No Risk,76,Not At-Risk,1,$0 
CA1900146,SUNNYSIDE FARMS MUTUAL WATER COMPANY,LOS ANGELES,LPA49 - LA COUNTY,No Risk,Low Risk,No Risk,No Risk,326,Not At-Risk,1,$0 
CA1900154,TIERRA BONITA MUTUAL WATER,LOS ANGELES,LPA49 - LA COUNTY,No Risk,High Risk,High Risk,No Risk,75,Potentially At-Risk,1,$0 
CA1900155,WILSONA GARDENS MUTUAL,LOS ANGELES,LPA49 - LA COUNTY,No Risk,No Risk,High Risk,Low Risk,74,Not At-Risk,1,$0 
CA1900158,LITTLE BALDY WATER,LOS ANGELES,LPA49 - LA COUNTY,No Risk,Low Risk,Low Risk,No Risk,55,Not At-Risk,1,"$1,999,999 "
CA1900301,SHADOW ACRES MUTUAL WATER COMPANY,LOS ANGELES,LPA49 - LA COUNTY,Low Risk,No Risk,No Risk,No Risk,431,Not At-Risk,1,$0 
CA1900303,LLANO MUTUAL WATER COMPANY,LOS ANGELES,LPA49 - LA COUNTY,No Risk,Medium Risk,Low Risk,No Risk,264,Not At-Risk,1,$0 
CA1900520,THE VILLAGE MOBILE HOME PARK,LOS ANGELES,LPA49 - LA COUNTY,High Risk,High Risk,No Risk,Medium Risk,50,Failing,1,$0 
CA1900523,WHITE FENCE FARMS MWC NO.3,LOS ANGELES,DISTRICT 22 - ANGELES,Low Risk,No Risk,No Risk,No Risk,749,Not At-Risk,1,$0 
CA1900529,CAMP WILLIAMS-RESORT WATER,LOS ANGELES,LPA49 - LA COUNTY,No Risk,Low Risk,No Risk,Medium Risk,80,Not At-Risk,1,$0 
CA1900537,OAK GROVE FAMILY PARK,LOS ANGELES,LPA49 - LA COUNTY,High Risk,High Risk,No Risk,Low Risk,109,At-Risk,1,$0 
CA1900541,WESTERN SKIES MOBILE HOME PARK,LOS ANGELES,LPA49 - LA COUNTY,Low Risk,High Risk,No Risk,Medium Risk,198,At-Risk,1,$0 
CA1900542,"LOS ANGELES, CITY OF - POWER PLANT #2",LOS ANGELES,DISTRICT 15 - METROPOLITAN,High Risk,High Risk,No Risk,Low Risk,41,At-Risk,1,$0 
CA1900555,"LOS ANGELES, CITY OF - POWER PLANT #1",LOS ANGELES,DISTRICT 15 - METROPOLITAN,High Risk,High Risk,No Risk,Low Risk,20,At-Risk,1,$0 
CA1900563,"SUNDALE MUTUAL WATER COMPANY A, B",LOS ANGELES,DISTRICT 07 - HOLLYWOOD,No Risk,Low Risk,No Risk,No Risk,"1,100",Not At-Risk,1,$0 
CA1900599,VALHALLA WATER ASSOCIATION,LOS ANGELES,LPA49 - LA COUNTY,No Risk,High Risk,No Risk,No Risk,25,Not At-Risk,1,$0 
CA1900616,THE RIVER COMMUNITY,LOS ANGELES,LPA49 - LA COUNTY,No Risk,High Risk,No Risk,Low Risk,35,Potentially At-Risk,1,$0 
CA1900636,EL RANCHO MOBILE HOME PARK,LOS ANGELES,LPA49 - LA COUNTY,Low Risk,High Risk,No Risk,Low Risk,215,Potentially At-Risk,1,$0 
CA1900649,GOLDEN SANDS MOBILE HOME PARK,LOS ANGELES,LPA49 - LA COUNTY,No Risk,High Risk,No Risk,Medium Risk,450,Not At-Risk,1,$0 
CA1900693,DESERT PALMS MOBILE HOME PARK,LOS ANGELES,LPA49 - LA COUNTY,No Risk,High Risk,No Risk,Low Risk,140,Not At-Risk,1,$0 
CA1900707,ILEAD AGUA DULCE CHARTER SCHOOL,LOS ANGELES,LPA49 - LA COUNTY,Low Risk,High Risk,No Risk,No Risk,450,Not At-Risk,1,$0 
CA1900717,CASA DULCE ESTATES,LOS ANGELES,LPA49 - LA COUNTY,No Risk,High Risk,No Risk,No Risk,28,Not At-Risk,1,$0 
CA1900721,TERRA NOVA MOBILE HOME PARK,LOS ANGELES,LPA49 - LA COUNTY,Medium Risk,High Risk,High Risk,Low Risk,140,At-Risk,1,$0 
CA1900750,DEL SUR SCHOOL/WESTSIDE UNION DISTRICT,LOS ANGELES,LPA49 - LA COUNTY,No Risk,High Risk,No Risk,No Risk,825,Not At-Risk,1,$0 
CA1900751,EASTSIDE UNION SCHOOL DISTRICT,LOS ANGELES,LPA49 - LA COUNTY,No Risk,High Risk,No Risk,No Risk,650,Not At-Risk,1,$0 
CA1900767,GOLDEN VALLEY MUNICIPAL WATER DISTRICT,LOS ANGELES,LPA49 - LA COUNTY,No Risk,High Risk,High Risk,Low Risk,70,Potentially At-Risk,1,$0 
CA1900785,MITCHELL'S AVENUE E MOBILE HOME PARK,LOS ANGELES,LPA49 - LA COUNTY,High Risk,High Risk,No Risk,Medium Risk,24,Failing,1,$0 
CA1900794,ANTELOPE PARK MUTUAL WATER COMPANY,LOS ANGELES,LPA49 - LA COUNTY,Medium Risk,Low Risk,Medium Risk,No Risk,445,Potentially At-Risk,1,$0 
CA1900801,COLORADO MUTUAL WATER COMPANY,LOS ANGELES,LPA49 - LA COUNTY,No Risk,Low Risk,No Risk,No Risk,30,Not At-Risk,1,$0 
CA1900803,EL DORADO MUTUAL WATER CO.,LOS ANGELES,DISTRICT 15 - METROPOLITAN,No Risk,No Risk,No Risk,No Risk,660,Not At-Risk,1,$0 
CA1900804,EVERGREEN MUTUAL WATER COMPANY,LOS ANGELES,LPA49 - LA COUNTY,No Risk,High Risk,Medium Risk,No Risk,95,Not At-Risk,1,$0 
CA1900808,LANCASTER WATER COMPANY,LOS ANGELES,LPA49 - LA COUNTY,Medium Risk,Low Risk,High Risk,No Risk,80,At-Risk,1,$0 
CA1900809,LANDALE MUTUAL WATER COMPANY,LOS ANGELES,LPA49 - LA COUNTY,Medium Risk,High Risk,High Risk,No Risk,752,At-Risk,1,$0 
CA1900817,CLEAR SKIES MOBILE HOME PARK,LOS ANGELES,LPA49 - LA COUNTY,High Risk,High Risk,No Risk,Low Risk,131,At-Risk,1,$0 
CA1900843,CALIFORNIAN MOBILE HOME PARK,LOS ANGELES,LPA49 - LA COUNTY,Medium Risk,High Risk,Not Assessed,Medium Risk,372,At-Risk,1,$0 
CA1900849,LLANO DEL RIO WATER COMPANY,LOS ANGELES,LPA49 - LA COUNTY,Not Assessed,Not Assessed,Not Assessed,Not Assessed,510,Not Assessed,1,$0 
CA1900868,RIVERS END TRAILER PARK,LOS ANGELES,LPA49 - LA COUNTY,No Risk,High Risk,No Risk,Medium Risk,35,Potentially At-Risk,1,$0 
CA1900886,HUGHES-ELIZABETH LAKE UNIFIED SCHOOL DIS,LOS ANGELES,LPA49 - LA COUNTY,Medium Risk,Low Risk,No Risk,No Risk,550,Not At-Risk,1,$0 
CA1900901,FIRE SUPPRESSION CAMP #19,LOS ANGELES,DISTRICT 16 - CENTRAL,No Risk,Low Risk,No Risk,Medium Risk,250,Not At-Risk,1,$0 
CA1900903,SLEEPY VALLEY WATER COMPANY,LOS ANGELES,LPA49 - LA COUNTY,High Risk,High Risk,High Risk,No Risk,130,At-Risk,1,$0 
CA1900907,SHERWOOD MOBILE HOME PARK,LOS ANGELES,LPA49 - LA COUNTY,Medium Risk,Low Risk,No Risk,Low Risk,540,Potentially At-Risk,1,$0 
CA1900913,LILY OF THE VALLEY MOBILE VILLAGE,LOS ANGELES,LPA49 - LA COUNTY,No Risk,High Risk,No Risk,No Risk,495,Not At-Risk,1,"$3,931,991 "
CA1900936,AQUA J. MUTUAL WATER COMPANY,LOS ANGELES,LPA49 - LA COUNTY,No Risk,High Risk,Medium Risk,Low Risk,165,Potentially At-Risk,1,$0 
CA1900942,ALPINE SPRINGS MOBILE HOME PARK,LOS ANGELES,LPA49 - LA COUNTY,Low Risk,High Risk,Not Assessed,Low Risk,175,At-Risk,1,$0 
CA1900961,WINTERHAVEN MOBILE ESTATES,LOS ANGELES,LPA49 - LA COUNTY,High Risk,High Risk,No Risk,Medium Risk,56,Failing,1,$0 
CA1900975,CALI LAKE RV RESORT,LOS ANGELES,LPA49 - LA COUNTY,Low Risk,High Risk,No Risk,Medium Risk,99,Failing,1,$0 
CA1900976,THE OAKS,LOS ANGELES,LPA49 - LA COUNTY,Low Risk,Medium Risk,No Risk,Medium Risk,67,Potentially At-Risk,1,$0 
CA1907014,NORTH TRAILS MUTUAL WATER COMPANY,LOS ANGELES,LPA49 - LA COUNTY,High Risk,Low Risk,High Risk,Low Risk,100,Failing,1,$0 
CA1907028,SPV WATER COMPANY,LOS ANGELES,LPA49 - LA COUNTY,Low Risk,Low Risk,High Risk,Low Risk,211,At-Risk,1,$0 
CA1909006,WEST VALLEY COUNTY WATER DISTRICT,LOS ANGELES,DISTRICT 22 - ANGELES,Medium Risk,Low Risk,No Risk,No Risk,766,Not At-Risk,1,$0 
CA1910001,CITY OF ALHAMBRA,LOS ANGELES,DISTRICT 16 - CENTRAL,Low Risk,No Risk,Low Risk,No Risk,"83,750",Not At-Risk,1,$0 
CA1910002,AMARILLO MUTUAL WATER COMPANY,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,High Risk,No Risk,No Risk,Medium Risk,"3,134",At-Risk,1,$0 
CA1910003,CITY OF ARCADIA,LOS ANGELES,DISTRICT 22 - ANGELES,Low Risk,No Risk,Low Risk,Medium Risk,"44,738",Potentially At-Risk,1,$0 
CA1910004,GSWC - ARTESIA,LOS ANGELES,DISTRICT 15 - METROPOLITAN,No Risk,No Risk,No Risk,No Risk,"48,150",Not At-Risk,1,$0 
CA1910005,"LOS ANGELES CWWD 40, REG. 38-LAKE LA",LOS ANGELES,DISTRICT 16 - CENTRAL,Low Risk,No Risk,No Risk,Low Risk,"13,950",Not At-Risk,1,$0 
CA1910006,SO. CAL. EDISON CO.-SANTA CATALINA,LOS ANGELES,DISTRICT 16 - CENTRAL,No Risk,No Risk,High Risk,Low Risk,"4,096",Not At-Risk,1,$0 
CA1910007,AZUSA LIGHT AND WATER,LOS ANGELES,DISTRICT 16 - CENTRAL,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"106,400",Not Assessed,1,$0 
CA1910009,VALLEY COUNTY WATER DIST.,LOS ANGELES,DISTRICT 15 - METROPOLITAN,Medium Risk,No Risk,Low Risk,Low Risk,"56,754",Potentially At-Risk,1,$0 
