PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
CA3110150,CALAM - WEST PLACER,Region 9,California,Community water system,"4,561",,Placer,3,0,8
CA3410047,CALAM - WALNUT GROVE,Region 9,California,Community water system,651,,Sacramento,6,0,12
CA3410010,CALAM - SUBURBAN ROSEMONT,Region 9,California,Community water system,"53,563",,Sacramento,65,0,33
CA4300760,SANTA TERESA MEADOWS WATER COMPANY,Region 9,California,Community water system,68,,Santa Clara,6,24,7
CA1009147,FARMING D,Region 9,California,Community water system,110,,Fresno,3,43,16
CA3910015,CITY OF LATHROP,Region 9,California,Community water system,"26,833",LATHROP,San Joaquin,20,50,24
CA3010018,CITY OF LA HABRA,Region 9,California,Community water system,"63,118",LA HABRA,Orange,41,48,21
CA4900667,COLLEGE PARK MUTUAL WATER COMPANY,Region 9,California,Community water system,237,,Sonoma,7,8,2
CA4300562,ROSEVIEW HEIGHTS MUTUAL WATER COMPANY,Region 9,California,Community water system,143,,Santa Clara,2,12,6
CA3310046,FARM MUTUAL W.C. (THE),Region 9,California,Community water system,"4,026",,Riverside,4,13,12
CA4510001,CITY OF ANDERSON,Region 9,California,Community water system,"11,147",ANDERSON,Shasta,29,3,26
CA5410019,IVANHOE PUBLIC UTILITY DIST,Region 9,California,Community water system,"4,495",,Tulare,10,9,14
CA0910018,EL DORADO ID - OUTINGDALE,Region 9,California,Community water system,538,,El Dorado,3,4,16
CA0910017,EL DORADO ID - STRAWBERRY,Region 9,California,Community water system,400,,El Dorado,3,5,10
CA0910001,EL DORADO ID - MAIN,Region 9,California,Community water system,"129,007",,El Dorado,13,4,123
CA0800700,LAS PALMAS MOBILE HOME PARK,Region 9,California,Community water system,120,,Del Norte,6,8,17
CA2710001,ALCO WATER SERVICE,Region 9,California,Community water system,"30,098",,Monterey,25,3,19
CA3600166,MILL CREEK MSC,Region 9,California,Community water system,315,,San Bernardino,4,32,32
CA4200969,AAA KINDNESS CARE HOME,Region 9,California,Community water system,45,,Santa Barbara,2,0,3
CA1510701,EDWARDS AFB - MAIN BASE,Region 9,California,Community water system,"12,403",,Kern,31,8,10
CA0110003,CALIFORNIA WATER SERVICE - LIVERMORE,Region 9,California,Community water system,"59,000",,Alameda,32,0,13
CA1910194,ROWLAND WATER DISTRICT,Region 9,California,Community water system,"59,283",,Los Angeles,6,0,21
CA0910015,TAHOE KEYS WATER COMPANY,Region 9,California,Community water system,"1,420",,El Dorado,10,7,12
CA3910007,"RIPON, CITY OF",Region 9,California,Community water system,"16,292",RIPON,San Joaquin,33,20,23
CA3410017,CALAM - PARKWAY,Region 9,California,Community water system,"48,738",,Sacramento,61,0,17
CA3410013,CALAM - LINCOLN OAKS,Region 9,California,Community water system,"47,487",,Sacramento,66,0,21
CA3410023,CAL AM FRUITRIDGE VISTA,Region 9,California,Community water system,"15,385",,Sacramento,42,3,17
CA3410031,CALAM - ANTELOPE,Region 9,California,Community water system,"34,720",,Sacramento,43,0,12
CA3410045,CALAM - ARDEN,Region 9,California,Community water system,"3,908",,Sacramento,12,0,14
CA2410008,CAL AM - MEADOWBROOK,Region 9,California,Community water system,"5,650",,Merced,12,7,13
CA3900762,RIVERSIDE MOBILE HOME PARK,Region 9,California,Community water system,55,,San Joaquin,3,16,43
CA5710012,WOODLAND-DAVIS CLEAN WATER AGENCY,Region 9,California,Community water system,0,WOODLAND,Yolo,3,0,4
CA2702521,SANTA LUCIA PRESERVE WS,Region 9,California,Community water system,554,,Monterey,68,12,20
CA4500023,HAT CREEK HIGHLANDS MUTUAL WATER CO,Region 9,California,Community water system,88,,Shasta,3,48,11
CA5200008,BREESE SUBDIVISION 2,Region 9,California,Community water system,75,,Tehama,3,13,3
CA2910010,TRUCKEE-DONNER PUD - HIRSCHDALE,Region 9,California,Community water system,85,,Nevada,4,2,5
CA2910003,"TRUCKEE-DONNER PUD, MAIN",Region 9,California,Community water system,"36,730",,Nevada,43,2,25
CA3310033,SANTA ANA RIVER WATER COMPANY,Region 9,California,Community water system,"6,774",,Riverside,17,18,10
CA3310016,"HEMET, CITY OF",Region 9,California,Community water system,"32,600",HEMET,Riverside,43,30,8
CA2701929,COUNTRY MEADOWS MWC,Region 9,California,Community water system,621,,Monterey,7,3,9
CA1900809,LANDALE MUTUAL WATER COMPANY,Region 9,California,Community water system,752,,Los Angeles,18,7,11
CA0300053,RANCHO DEL ORO,Region 9,California,Community water system,44,,Amador,4,13,24
CA1900529,CAMP WILLIAMS-RESORT WATER,Region 9,California,Community water system,80,,Los Angeles,11,18,15
CA5400670,TRIPLE R MUTUAL WATER CO,Region 9,California,Community water system,408,,Tulare,16,42,9
CA1910153,SOUTH MONTEBELLO IRRIGATION DIST.,Region 9,California,Community water system,"8,205",,Los Angeles,12,5,14
CA2300663,BRANSCOMB MOBILE HOME PARK,Region 9,California,Community water system,42,,Mendocino,4,92,5
CA1300546,GOLD ROCK RANCH,Region 9,California,Community water system,50,,Imperial,5,10,25
CA1500483,ALLEN ROAD MUTUAL WATER SYSTEM,Region 9,California,Community water system,195,,Kern,6,16,7
CA4900789,BLUE SPRUCE MOBILE HOME PARK,Region 9,California,Community water system,90,,Sonoma,5,7,4
CA4500219,CREEKSIDE MOBILEHOME PARK,Region 9,California,Community water system,85,,Shasta,3,0,10
CA4210018,BUELLTON WATER DEPARTMENT,Region 9,California,Community water system,"5,464",,Santa Barbara,10,5,14
CA1009023,BRITZ/COLUSA,Region 9,California,Community water system,85,,Fresno,3,41,17
CA1009179,BRITZ/FIVE POINT SYSTEM,Region 9,California,Community water system,76,,Fresno,3,12,11
CA5301010,BUD FINE MWC,Region 9,California,Community water system,43,,Trinity,3,6,11
CA5301103,COVINGTON MILL - A,Region 9,California,Community water system,60,,Trinity,2,7,9
CA1700674,WALNUT COVE MOBILE ESTATES,Region 9,California,Community water system,200,,Lake,3,11,5
CA3710044,RINCON DEL DIABLO MWD (ID-A),Region 9,California,Community water system,"3,330",,San Diego,2,1,7
CA3710018,RINCON DEL DIABLO MWD (ID-1),Region 9,California,Community water system,"28,689",,San Diego,5,4,10
CA1910035,KINNELOA IRRIGATION DIST.,Region 9,California,Community water system,"1,940",,Los Angeles,23,21,26
CA1810004,LEAVITT LAKE CSD,Region 9,California,Community water system,950,,Lassen,5,2,15
CA4710008,"MT. SHASTA, CITY OF",Region 9,California,Community water system,"3,642",MOUNT SHASTA,Siskiyou,6,11,28
CA4610001,CITY OF LOYALTON,Region 9,California,Community water system,856,LOYALTON,Sierra,10,3,39
CA1700502,ANDERSON SPRINGS CSD,Region 9,California,Community water system,331,,Lake,3,29,7
CA5401003,EAST OROSI CSD,Region 9,California,Community water system,932,,Tulare,7,82,11
CA4900562,DIAMOND A MUTUAL WATER COMPANY,Region 9,California,Community water system,420,,Sonoma,8,11,3
CA5810004,CITY OF WHEATLAND,Region 9,California,Community water system,"3,456",WHEATLAND,Yuba,19,5,52
CA0910013,GEORGETOWN DIVIDE PUD,Region 9,California,Community water system,"9,112",,El Dorado,7,0,16
CA2410001,CITY OF ATWATER,Region 9,California,Community water system,"29,479",ATWATER,Merced,39,7,14
CA0300019,FIDDLETOWN COMMUNITY SERVICE,Region 9,California,Community water system,100,,Amador,4,14,21
CA0707615,DOUBLETREE RANCH WATER SYSTEM,Region 9,California,Community water system,49,,Contra Costa,5,45,22
CA5000237,NORTH OAKS MUTUAL WATER CO,Region 9,California,Community water system,234,,Stanislaus,5,5,11
CA2010010,MADERA VALLEY WATER COMPANY,Region 9,California,Community water system,"6,372",,Madera,14,6,11
CA5410001,CUTLER PUD,Region 9,California,Community water system,"6,200",,Tulare,11,15,11
CA0400003,HARTLEY MUTUAL WATER SYSTEM,Region 9,California,Community water system,31,,Butte,2,5,9
CA0400008,GRAN MUTUAL WATER CO,Region 9,California,Community water system,200,,Butte,3,4,11
CA0400012,FARM LABOR HOUSING,Region 9,California,Community water system,460,,Butte,7,6,21
CA0400040,ALMOND GROVE MOBILE PARK,Region 9,California,Community water system,250,,Butte,4,11,11
CA0400041,FOREST RANCH MOBILE PARK,Region 9,California,Community water system,25,,Butte,3,19,14
CA1100445,ORLAND MOBILE H.P.,Region 9,California,Community water system,178,,Glenn,3,7,15
CA3310017,SOUTH MESA WC,Region 9,California,Community water system,"11,953",,Riverside,24,8,9
CA2300644,WOODSIDE RV PARK,Region 9,California,Community water system,280,,Mendocino,9,10,8
CA1500575,SAN JOAQUIN ESTATES MUTUAL WATER COMPANY,Region 9,California,Community water system,165,,Kern,3,57,7
CA4310007,CITY OF MOUNTAIN VIEW,Region 9,California,Community water system,"79,772",MOUNTAIN VIEW,Santa Clara,37,7,18
CA5800832,CASTLEWOOD MOBILE HOME PARK,Region 9,California,Community water system,200,,Yuba,3,4,8
CA5201147,GOLDEN MEADOWS CSD,Region 9,California,Community water system,102,,Tehama,3,0,4
CA5800851,FEATHER RIVER MANOR,Region 9,California,Community water system,35,,Yuba,3,5,7
CA5800572,FAIRWAY DOWNS MUTUAL WATER CO,Region 9,California,Community water system,100,,Yuba,2,6,5
CA5200013,WOMACK SUBDIVISION M.W.C.,Region 9,California,Community water system,40,,Tehama,2,11,3
CA3310076,WESTERN MWD (ID A - RAINBOW),Region 9,California,Community water system,100,,Riverside,2,0,5
CA3310049,WESTERN MWD,Region 9,California,Community water system,"86,595",,Riverside,11,0,19
CA4700630,SHASTA VIEW HEIGHTS OWNERS ASSOCIATION,Region 9,California,Community water system,50,,Siskiyou,6,9,7
CA4910006,"PETALUMA, CITY OF",Region 9,California,Community water system,"64,251",PETALUMA,Sonoma,50,2,12
CA2600699,CHALFANT VALLEY WEST M.W.C.,Region 9,California,Community water system,45,,Mono,3,0,3
CA4410008,"MT. HERMON ASSOCIATION, INC.",Region 9,California,Community water system,"2,850",,Santa Cruz,12,2,9
CA1700527,MOUNTAIN OF ATTENTION WATER,Region 9,California,Community water system,40,,Lake,3,15,6
CA5602104,DEL NORTE MUTUAL WATER CO.,Region 9,California,Community water system,211,,Ventura,10,10,7
CA2710023,TASCO SPRECKELS WATER COMPANY,Region 9,California,Community water system,"1,079",,Monterey,11,4,14
CA1100405,BLACK BUTTE MOBILE H.P.,Region 9,California,Community water system,148,,Glenn,2,7,14
CA3610030,MARIANA RANCHOS CWD,Region 9,California,Community water system,"1,459",,San Bernardino,3,11,11
CA2410007,PLANADA CSD,Region 9,California,Community water system,"4,500",,Merced,17,7,12
CA5000013,OID #45,Region 9,California,Community water system,144,,Stanislaus,3,3,10
CA5000014,OID #46 - SUNSET OAKS,Region 9,California,Community water system,269,,Stanislaus,3,3,10
CA5000015,OID #22 - WILLIAMS TRACT,Region 9,California,Community water system,150,,Stanislaus,3,4,9
CA5000016,OID #41 - MOUNTAIN VIEW,Region 9,California,Community water system,147,,Stanislaus,3,2,9
CA5000317,OID #51 - SUNSET OAKS #10,Region 9,California,Community water system,287,,Stanislaus,3,4,11
CA4300832,SOUTH COUNTY RETIREMENT HOME,Region 9,California,Community water system,46,,Santa Clara,3,3,6
CA3710026,VALLEY CENTER MWD,Region 9,California,Community water system,"28,507",,San Diego,17,4,18
CA1400066,ASPENDELL MUTUAL WATER COMPANY,Region 9,California,Community water system,60,,Inyo,3,5,7
CA3500510,MCMAHON ROAD MUTUAL WATER COMPANY,Region 9,California,Community water system,102,,San Benito,3,24,9
CA1910199,CALIFORNIA DOMESTIC WATER COMPANY,Region 9,California,Community water system,0,,Los Angeles,24,1,23
CA3410704,SCWA MATHER-SUNRISE,Region 9,California,Community water system,"22,839",,Sacramento,21,1,16
CA3410029,SCWA - LAGUNA/VINEYARD,Region 9,California,Community water system,"172,666",,Sacramento,97,0,26
CA1210020,FIELDBROOK GLENDALE C.S.D.,Region 9,California,Community water system,"1,848",,Humboldt,3,1,14
CA4010002,ATASCADERO MUTUAL WATER CO,Region 9,California,Community water system,"35,848",,San Luis Obispo,60,1,18
CA5400537,LINDYS LANDING,Region 9,California,Community water system,49,,Tulare,4,10,7
CA3610075,CHINO BASIN DESALTER AUTH. - DESALTER 1,Region 9,California,Community water system,0,,San Bernardino,38,0,5
CA3301529,RAMONA WATER COMPANY,Region 9,California,Community water system,250,,Riverside,9,100,14
CA4200827,SANTA YNEZ ROBLAR MOBILE HOME PARK,Region 9,California,Community water system,25,,Santa Barbara,4,8,8
CA4200804,WALKING M RANCHES,Region 9,California,Community water system,54,,Santa Barbara,7,2,9
CA5601110,MIDDLE ROAD MUTUAL WATER CO,Region 9,California,Community water system,134,,Ventura,2,5,7
CA2701503,MESA DEL TORO MWC,Region 9,California,Community water system,90,,Monterey,5,37,15
CA3910004,"LODI, CITY OF",Region 9,California,Community water system,"68,272",LODI,San Joaquin,68,5,17
CA2701926,MORO RD WS #09,Region 9,California,Community water system,210,,Monterey,10,63,11
CA0800556,HRC C.S.D.,Region 9,California,Community water system,150,,Del Norte,4,14,20
CA2000509,CASCADEL MUTUAL WATER SYSTEM,Region 9,California,Community water system,314,,Madera,28,15,23
CA3310083,CHINO BASIN DESALTER AUTH. - DESALTER 2,Region 9,California,Community water system,0,,Riverside,20,0,11
CA0810002,SMITH RIVER C.S.D.,Region 9,California,Community water system,"2,568",,Del Norte,6,4,24
CA1500599,CHOCTAW VALLEY MUTUAL WATER CO.,Region 9,California,Community water system,44,,Kern,4,14,7
CA5800924,CAMPTONVILLE COMMUNITY SERV DIST,Region 9,California,Community water system,180,,Yuba,5,0,7
CA3700905,PINE HILLS MUTUAL WATER COMPANY,Region 9,California,Community water system,760,,San Diego,8,23,21
CA2700534,COLONIAL OAK WC INC,Region 9,California,Community water system,198,,Monterey,8,22,13
CA3710041,MAJESTIC PINES COMMUNITY SD,Region 9,California,Community water system,"1,502",,San Diego,11,6,10
CA1910044,"GLENDORA-CITY, WATER DEPT.",Region 9,California,Community water system,"45,355",GLENDORA,Los Angeles,24,0,23
CA3910701,"DEFENSE DISTRIB. DEPOT, SHARPE SITE",Region 9,California,Community water system,500,,San Joaquin,10,8,13
CA4010007,PASO ROBLES WATER DEPARTMENT,Region 9,California,Community water system,"31,221",,San Luis Obispo,62,4,22
CA3100019,NORTH EDEN VALLEY,Region 9,California,Community water system,52,,Placer,7,31,9
CA1510052,NORTH EDWARDS WD,Region 9,California,Community water system,944,,Kern,5,61,7
CA3410014,"FOLSOM, CITY OF - MAIN",Region 9,California,Community water system,"68,122",FOLSOM,Sacramento,3,4,100
CA3410030,"FOLSOM, CITY OF - ASHLAND",Region 9,California,Community water system,"3,538",FOLSOM,Sacramento,2,0,8
CA1000075,TRACT 1199 WATER SYSTEM,Region 9,California,Community water system,25,,Fresno,2,31,7
CA1900801,COLORADO MUTUAL WATER COMPANY,Region 9,California,Community water system,30,,Los Angeles,9,6,11
CA1900808,LANCASTER WATER COMPANY,Region 9,California,Community water system,80,,Los Angeles,8,4,8
CA3010062,CITY OF GARDEN GROVE,Region 9,California,Community water system,"174,226",GARDEN GROVE,Orange,81,0,25
CA1805004,CDCR-HIGH DESERT STATE PRISON,Region 9,California,Community water system,"8,641",,Lassen,21,10,27
CA3910023,OAKWOOD LAKE WATER DISTRICT-SUBDIVISION,Region 9,California,Community water system,"1,304",,San Joaquin,8,7,12
CA1000004,BELMONT WATER CORPORATION,Region 9,California,Community water system,264,,Fresno,5,10,16
CA1000267,KINGS CANYON MOBILE HOME PARK,Region 9,California,Community water system,120,,Fresno,7,46,18
CA1210002,"BLUE LAKE, CITY OF",Region 9,California,Community water system,"1,253",BLUE LAKE,Humboldt,3,1,11
CA1210018,"TRINIDAD, CITY OF",Region 9,California,Community water system,"1,072",TRINIDAD,Humboldt,3,12,24
CA1500481,RIVERNOOK CAMPGROUND,Region 9,California,Community water system,877,,Kern,6,10,6
CA2600622,SIERRA EAST HOA,Region 9,California,Community water system,84,,Mono,4,54,11
CA1500546,HARVEST MOON MUTUAL WATER CO,Region 9,California,Community water system,138,,Kern,5,5,6
CA4200733,MONTECITO SEA MEADOWS,Region 9,California,Community water system,70,,Santa Barbara,4,4,10
CA5400968,IMPROVEMENT DISTRICT NO. 1,Region 9,California,Community water system,200,,Tulare,9,57,8
CA4300792,ABORN HEIGHTS WATER MUTUAL ASSOCIATION,Region 9,California,Community water system,45,,Santa Clara,3,24,8
CA4300560,GREEN MOUNTAIN WATER COMPANY,Region 9,California,Community water system,80,,Santa Clara,6,16,7
CA1300514,COYOTE VALLEY MUTUAL WATER CO,Region 9,California,Community water system,125,,Imperial,5,12,21
CA1300622,SPORTSMANS PARADISE,Region 9,California,Community water system,60,,Imperial,3,9,18
CA1300628,IMPERIAL LAKES INC.,Region 9,California,Community water system,40,,Imperial,3,3,21
CA2610005,LEE VINING PUBLIC UTILITY,Region 9,California,Community water system,672,,Mono,7,2,6
CA1300575,DATE GARDENS MOBILE HOME PARK,Region 9,California,Community water system,101,,Imperial,4,32,26
CA4210006,LOMPOC-CITY WATER UTILITY DIV,Region 9,California,Community water system,"40,843",LOMPOC,Santa Barbara,18,3,22
CA5610702,"U.S.N., SAN NICOLAS ISLAND",Region 9,California,Community water system,187,,Ventura,15,11,20
CA5610700,"NAVAL BASE VENTURA COUNTY, POINT MUGU",Region 9,California,Community water system,"1,700",,Ventura,9,5,14
CA5610701,"NAVAL BASE VENTURA COUNTY, PORT HUENEME",Region 9,California,Community water system,"3,500",,Ventura,6,5,10
CA5710007,ESPARTO C.S.D.,Region 9,California,Community water system,"3,108",,Yolo,16,7,16
CA1910247,SANTA CLARITA VALLEY W.A.-CASTAIC DIV.,Region 9,California,Community water system,"9,820",,Los Angeles,11,1,22
CA1910250,SANTA CLARITA VALLEY W.A.-PINETREE DIV.,Region 9,California,Community water system,"15,219",,Los Angeles,9,2,13
CA1910255,SANTA CLARITA VALLEY W.A.-TESORO DIV.,Region 9,California,Community water system,"6,088",,Los Angeles,4,0,7
CA1910096,SANTA CLARITA VALLEY W.A.-NEWHALL DIV.,Region 9,California,Community water system,"16,959",,Los Angeles,11,1,19
CA5710001,CITY OF DAVIS,Region 9,California,Community water system,"70,963",DAVIS,Yolo,60,35,20
CA1009214,WESTSIDE HARVESTING,Region 9,California,Community water system,75,,Fresno,3,51,12
CA3601085,RANCHO PINO VERDE,Region 9,California,Community water system,66,,San Bernardino,2,0,35
CA3600345,WEST END MWC,Region 9,California,Community water system,63,,San Bernardino,3,3,41
CA1400026,RAWSON CREEK MUTUAL WATER COMPANY,Region 9,California,Community water system,90,,Inyo,4,9,8
CA5610024,CASITAS MUNICIPAL WATER DIST,Region 9,California,Community water system,"11,042",,Ventura,11,7,32
CA5610014,OJAI WATER SYSTEM,Region 9,California,Community water system,"6,712",,Ventura,17,2,22
CA3600391,HILLCREST MOBILE ESTATES,Region 9,California,Community water system,900,,San Bernardino,2,26,51
CA3010003,CITY OF BUENA PARK,Region 9,California,Community water system,"81,998",BUENA PARK,Orange,32,4,17
